work_id_1,work_id_2,mp_name,constituency,state,description_1,description_2,similarity_score,sanction_amount_1,sanction_amount_2,sanction_date_1,sanction_date_2,days_difference,potential_split_work,audit_alert
WS/MP18149/2025-2026/183204-Street lights,WS/MP18149/2025-2026/183219-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183204-Street lights,WS/MP18149/2025-2026/183218-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183204-Street lights,WS/MP18149/2025-2026/183217-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183215-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183205-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183206-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183207-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183208-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183209-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183210-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183211-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183212-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183213-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183214-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183216-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183526-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183217-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183218-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183219-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183220-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183221-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183222-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183223-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183224-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183225-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183226-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183204-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183525-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183204-Street lights,WS/MP18149/2025-2026/183216-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183512-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183242-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183243-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183504-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183505-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183506-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183507-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183508-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183509-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183510-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183511-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183513-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183524-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183514-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183515-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183516-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183517-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183518-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183519-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183520-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183521-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183522-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183202-Street lights,WS/MP18149/2025-2026/183523-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-06-24,70,True,Potentially Similar Work — Requires Human Verification
WS/MP18149/2025-2026/183203-Street lights,WS/MP18149/2025-2026/183227-Street lights,SAMBIT PATRA,PURI,Odisha,Installation of Solar Light at Creamation Ground.,Installation of Solar Light at Creamation Ground.,1.0,40000.0,40000.0,2025-09-02,2025-09-02,0,True,Potentially Similar Work — Requires Human Verification
